Unnamed: 0,ds,alg,task,test_accuracy,test_balanced_accuracy,test_f1,test_precision,test_recall,diff_test_accuracy,diff_test_balanced_accuracy,diff_test_f1,diff_test_precision,diff_test_recall
508.0,movement_libras,RF,feat,-0.0027777777777778,-0.0026666666666665,-0.0052883412883413,-0.0174338624338624,-0.0026666666666665,,,,,
509.0,movement_libras,RF,feat,-0.0305555555555554,-0.0306666666666666,-0.0222212602212601,-0.0166585266585265,-0.0306666666666666,,,,,
510.0,satimage,KNN,feat,0.0,0.0,0.0,0.0,0.0,,,,,
511.0,satimage,KNN,feat,0.0,0.0,0.0,0.0,0.0,,,,,
512.0,satimage,KNN,feat,0.0,0.0,0.0,0.0,0.0,,,,,
513.0,satimage,KNN,feat,0.0,0.0,0.0,0.0,0.0,,,,,
514.0,satimage,KNN,feat,0.0,0.0,0.0,0.0,0.0,,,,,
515.0,satimage,KNN,feat,0.0,0.0,0.0,0.0,0.0,,,,,
516.0,satimage,SVC,feat,0.0,0.0,0.0,0.0,0.0,,,,,
517.0,satimage,SVC,feat,0.0,0.0,0.0,0.0,0.0,,,,,
518.0,satimage,SVC,feat,0.0,0.0,0.0,0.0,0.0,,,,,
519.0,satimage,SVC,feat,0.0,0.0,0.0,0.0,0.0,,,,,
520.0,satimage,SVC,feat,0.0,0.0,0.0,0.0,0.0,,,,,
521.0,satimage,SVC,feat,0.0,0.0,0.0,0.0,0.0,,,,,
522.0,satimage,NB,feat,0.0,0.0,0.0,0.0,0.0,,,,,
523.0,satimage,NB,feat,0.0,0.0,0.0,0.0,0.0,,,,,
524.0,satimage,NB,feat,0.0,0.0,0.0,0.0,0.0,,,,,
525.0,satimage,NB,feat,0.0,0.0,0.0,0.0,0.0,,,,,
526.0,satimage,NB,feat,0.0,0.0,0.0,0.0,0.0,,,,,
527.0,satimage,NB,feat,0.0,0.0,0.0,0.0,0.0,,,,,
528.0,satimage,DT,feat,0.0,0.0,0.0,0.0,0.0,,,,,
529.0,satimage,DT,feat,0.0,0.0,0.0,0.0,0.0,,,,,
530.0,satimage,DT,feat,0.0,0.0,0.0,0.0,0.0,,,,,
531.0,satimage,DT,feat,0.0,0.0,0.0,0.0,0.0,,,,,
532.0,satimage,DT,feat,0.0,0.0,0.0,0.0,0.0,,,,,
533.0,satimage,DT,feat,0.0,0.0,0.0,0.0,0.0,,,,,
534.0,satimage,RF,feat,0.0,0.0,0.0,0.0,0.0,,,,,
535.0,satimage,RF,feat,0.0,0.0,0.0,0.0,0.0,,,,,
536.0,satimage,RF,feat,0.0,0.0,0.0,0.0,0.0,,,,,
537.0,satimage,RF,feat,0.0,0.0,0.0,0.0,0.0,,,,,
538.0,satimage,RF,feat,0.0,0.0,0.0,0.0,0.0,,,,,
539.0,satimage,RF,feat,0.0,0.0,0.0,0.0,0.0,,,,,
540.0,chess,KNN,feat,0.0,0.0,0.0,0.0,0.0,,,,,
541.0,chess,KNN,feat,0.0,0.0,0.0,0.0,0.0,,,,,
542.0,chess,KNN,feat,0.0,0.0,0.0,0.0,0.0,,,,,
543.0,chess,KNN,feat,0.0,0.0,0.0,0.0,0.0,,,,,
544.0,chess,KNN,feat,0.0,0.0,0.0,0.0,0.0,,,,,
545.0,chess,KNN,feat,0.0,0.0,0.0,0.0,0.0,,,,,
546.0,chess,SVC,feat,0.0,0.0,0.0,0.0,0.0,,,,,
547.0,chess,SVC,feat,0.0,0.0,0.0,0.0,0.0,,,,,
548.0,chess,SVC,feat,0.0,0.0,0.0,0.0,0.0,,,,,
549.0,chess,SVC,feat,0.0,0.0,0.0,0.0,0.0,,,,,
550.0,chess,SVC,feat,0.0,0.0,0.0,0.0,0.0,,,,,
551.0,chess,SVC,feat,0.0,0.0,0.0,0.0,0.0,,,,,
552.0,chess,NB,feat,0.0,0.0,0.0,0.0,0.0,,,,,
553.0,chess,NB,feat,0.0,0.0,0.0,0.0,0.0,,,,,
554.0,chess,NB,feat,0.0,0.0,0.0,0.0,0.0,,,,,
555.0,chess,NB,feat,0.0,0.0,0.0,0.0,0.0,,,,,
556.0,chess,NB,feat,0.0,0.0,0.0,0.0,0.0,,,,,
557.0,chess,NB,feat,0.0,0.0,0.0,0.0,0.0,,,,,
558.0,chess,DT,feat,0.0,0.0,0.0,0.0,0.0,,,,,
559.0,chess,DT,feat,0.0,0.0,0.0,0.0,0.0,,,,,
560.0,chess,DT,feat,-0.0037558685446007,-0.0033366054775694,-0.0042490149724193,0.0030969639003723,-0.0125748502994009,,,,,
561.0,chess,DT,feat,0.0,0.0,0.0,0.0,0.0,,,,,
562.0,chess,DT,feat,-0.0021909233176838,-0.0018371312488957,-0.0026765953906318,0.0037664319067947,-0.0102102102102099,,,,,
563.0,chess,DT,feat,0.0,0.0,0.0,0.0,0.0,,,,,
564.0,chess,RF,feat,0.0,0.0,0.0,0.0,0.0,,,,,
565.0,chess,RF,feat,0.0,0.0,0.0,0.0,0.0,,,,,
566.0,chess,RF,feat,-0.0037558685446007,-0.0033366054775694,-0.0042490149724193,0.0030969639003723,-0.0125748502994009,,,,,
567.0,chess,RF,feat,0.0,0.0,0.0,0.0,0.0,,,,,
568.0,chess,RF,feat,0.0,0.0,0.0,0.0,0.0,,,,,
569.0,chess,RF,feat,0.0,0.0,0.0,0.0,0.0,,,,,
570.0,kr_vs_kp,KNN,feat,0.0,0.0,0.0,0.0,0.0,,,,,
571.0,kr_vs_kp,KNN,feat,0.0,0.0,0.0,0.0,0.0,,,,,
572.0,kr_vs_kp,KNN,feat,-0.0081377151799687,-0.0085245901639344,-0.0053087823545951,-0.0077034986871052,0.0,,,,,
573.0,kr_vs_kp,KNN,feat,-0.0087636932707355,-0.008639442426622,-0.0075476790212306,-0.0052173913043477,-0.011377245508982,,,,,
574.0,kr_vs_kp,KNN,feat,0.0,0.0,0.0,0.0,0.0,,,,,
575.0,kr_vs_kp,KNN,feat,0.0,0.0,0.0,0.0,0.0,,,,,
576.0,kr_vs_kp,SVC,feat,0.0,0.0,0.0,0.0,0.0,,,,,
577.0,kr_vs_kp,SVC,feat,0.0,0.0,0.0,0.0,0.0,,,,,
578.0,kr_vs_kp,SVC,feat,0.0,0.0,0.0,0.0,0.0,,,,,
579.0,kr_vs_kp,SVC,feat,0.0,0.0,0.0,0.0,0.0,,,,,
580.0,kr_vs_kp,SVC,feat,0.0,0.0,0.0,0.0,0.0,,,,,
581.0,kr_vs_kp,SVC,feat,0.0,0.0,0.0,0.0,0.0,,,,,
582.0,kr_vs_kp,NB,feat,0.0,0.0,0.0,0.0,0.0,,,,,
583.0,kr_vs_kp,NB,feat,0.0,0.0,0.0,0.0,0.0,,,,,
584.0,kr_vs_kp,NB,feat,0.0,0.0,0.0,0.0,0.0,,,,,
585.0,kr_vs_kp,NB,feat,0.0,0.0,0.0,0.0,0.0,,,,,
586.0,kr_vs_kp,NB,feat,0.0,0.0,0.0,0.0,0.0,,,,,
587.0,kr_vs_kp,NB,feat,0.0,0.0,0.0,0.0,0.0,,,,,
588.0,kr_vs_kp,DT,feat,0.0,0.0,0.0,0.0,0.0,,,,,
589.0,kr_vs_kp,DT,feat,0.0,0.0,0.0,0.0,0.0,,,,,
590.0,kr_vs_kp,DT,feat,0.0,0.0,0.0,0.0,0.0,,,,,
591.0,kr_vs_kp,DT,feat,0.0,0.0,0.0,0.0,0.0,,,,,
592.0,kr_vs_kp,DT,feat,0.0,0.0,0.0,0.0,0.0,,,,,
593.0,kr_vs_kp,DT,feat,0.0,0.0,0.0,0.0,0.0,,,,,
594.0,kr_vs_kp,RF,feat,0.0,0.0,0.0,0.0,0.0,,,,,
595.0,kr_vs_kp,RF,feat,0.0,0.0,0.0,0.0,0.0,,,,,
596.0,kr_vs_kp,RF,feat,0.0,0.0,0.0,0.0,0.0,,,,,
597.0,kr_vs_kp,RF,feat,0.0,0.0,0.0,0.0,0.0,,,,,
598.0,kr_vs_kp,RF,feat,0.0,0.0,0.0,0.0,0.0,,,,,
599.0,kr_vs_kp,RF,feat,0.0,0.0,0.0,0.0,0.0,,,,,
600.0,optdigits,KNN,feat,-0.0206405693950179,-0.0204710127661009,-0.0209347951743044,-0.0205844827130132,-0.0204710127661009,,,,,
601.0,optdigits,KNN,feat,-0.0090747330960851,-0.00903566235819,-0.009179280607941,-0.0093002887867237,-0.00903566235819,,,,,
602.0,optdigits,KNN,feat,-0.0202846975088967,-0.020119417774285,-0.0208889934692374,-0.0213301088197157,-0.020119417774285,,,,,
603.0,optdigits,KNN,feat,-0.0263345195729538,-0.026060251082142,-0.0269868539534201,-0.0280475744655541,-0.026060251082142,,,,,
604.0,optdigits,KNN,feat,-0.0167259786476868,-0.0166294765034107,-0.0168852120843635,-0.016975499846209,-0.0166294765034107,,,,,
605.0,optdigits,KNN,feat,-0.0222419928825623,-0.0221045872874006,-0.0220371308959178,-0.0220966339335605,-0.0221045872874006,,,,,
606.0,optdigits,SVC,feat,-0.0250889679715301,-0.0248187229096638,-0.0258953017349636,-0.0273326016409271,-0.0248187229096638,,,,,
607.0,optdigits,SVC,feat,-0.0108540925266904,-0.0107553309077175,-0.0117814953121841,-0.0124110515869276,-0.0107553309077175,,,,,
608.0,optdigits,SVC,feat,-0.0195729537366547,-0.0194370005494275,-0.0203869940697031,-0.0217262167341824,-0.0194370005494275,,,,,
609.0,optdigits,SVC,feat,-0.0250889679715302,-0.0247703855022713,-0.0266055010512286,-0.0282348819794702,-0.0247703855022713,,,,,
610.0,optdigits,SVC,feat,-0.0174377224199288,-0.0172905033230309,-0.0182730600006064,-0.0191484735219263,-0.0172905033230309,,,,,
611.0,optdigits,SVC,feat,-0.0206405693950179,-0.0204152265080302,-0.0207959013386737,-0.0214575001742393,-0.0204152265080302,,,,,
612.0,optdigits,NB,feat,-0.0206405693950176,-0.020603734145653,-0.0225426612179437,-0.0152244579370254,-0.020603734145653,,,,,
613.0,optdigits,NB,feat,-0.0122775800711742,-0.0122188679270452,-0.0137998820566588,-0.0113350671485228,-0.0122188679270452,,,,,
614.0,optdigits,NB,feat,-0.0204626334519573,-0.0203019529067148,-0.0244098142526398,-0.0191031494725808,-0.0203019529067148,,,,,
615.0,optdigits,NB,feat,-0.0307829181494663,-0.0304535818721842,-0.0355834403164261,-0.0282671437055898,-0.0304535818721842,,,,,
616.0,optdigits,NB,feat,-0.0218861209964412,-0.021719517836739,-0.0259175220674497,-0.019427803539801,-0.021719517836739,,,,,
617.0,optdigits,NB,feat,-0.0192170818505338,-0.0190791262419369,-0.0206586686360363,-0.0161041120252746,-0.0190791262419369,,,,,
618.0,optdigits,DT,feat,-0.0247330960854093,-0.024569476005661,-0.0241572303205512,-0.0234695376549792,-0.024569476005661,,,,,
619.0,optdigits,DT,feat,-0.0065836298932385,-0.0065020353313673,-0.0069555381042692,-0.007279449424,-0.0065020353313673,,,,,
620.0,optdigits,DT,feat,-0.0193950177935944,-0.0192712707123715,-0.0193942439570069,-0.0193607188256341,-0.0192712707123715,,,,,
621.0,optdigits,DT,feat,-0.0215302491103204,-0.0213803576335166,-0.0215905966047216,-0.0206817823143744,-0.0213803576335166,,,,,
622.0,optdigits,DT,feat,-0.0104982206405693,-0.0103989792863448,-0.0106254518811446,-0.010581395527193,-0.0103989792863448,,,,,
623.0,optdigits,DT,feat,-0.0206405693950177,-0.0205373544535166,-0.0201524150233025,-0.0202452405461054,-0.0205373544535166,,,,,
624.0,optdigits,RF,feat,-0.0138790035587188,-0.0136931501777899,-0.0141273667500032,-0.0136578641657456,-0.0136931501777899,,,,,
625.0,optdigits,RF,feat,-0.0112099644128113,-0.0111705027427572,-0.0112398847371102,-0.0108178585622367,-0.0111705027427572,,,,,
626.0,optdigits,RF,feat,-0.0211743772241993,-0.0210091610261159,-0.021245637097045,-0.020944703768284,-0.0210091610261159,,,,,
627.0,optdigits,RF,feat,-0.0220640569395017,-0.021890182403872,-0.0222799042292703,-0.022170725611212,-0.021890182403872,,,,,
628.0,optdigits,RF,feat,-0.0206405693950176,-0.0205252495325852,-0.020972466491878,-0.0206724740384469,-0.0205252495325852,,,,,
629.0,optdigits,RF,feat,-0.0197508896797152,-0.0195679772403459,-0.0196168187084764,-0.0197654152172288,-0.0195679772403459,,,,,
630.0,splice,KNN,feat,0.0115987460815046,0.0141795385797518,0.0133563531447551,0.0131882093043117,0.0141795385797518,,,,,
631.0,splice,KNN,feat,0.0065791351505637,0.0072559238387995,0.0079900312084018,0.008677391048776,0.0072559238387995,,,,,
632.0,splice,KNN,feat,0.0062730373075199,0.0077433640611177,0.0070530444833124,0.0067392510095739,0.0077433640611177,,,,,
633.0,splice,KNN,feat,-0.0034482758620689,-0.0047817106640635,-0.0039552026135178,-0.0026840931072518,-0.0047817106640635,,,,,
634.0,splice,KNN,feat,0.00533899597939,0.0078138002431588,0.0075093141572328,0.0073655712624693,0.0078138002431588,,,,,
635.0,splice,KNN,feat,0.0068975359615752,0.0069604368342593,0.007865183582191,0.0083303341039351,0.0069604368342593,,,,,
636.0,splice,SVC,feat,-0.0009404388714733,0.0022019513044927,9.630659360215788e-06,0.0002137503795469,0.0022019513044927,,,,,
637.0,splice,SVC,feat,0.0015669060004034,0.0042705897847461,0.0024808267644124,0.0020903793354026,0.0042705897847461,,,,,
638.0,splice,SVC,feat,0.0006264671289303,0.0034291735553511,0.0015098339811814,0.0017009849979465,0.0034291735553511,,,,,
639.0,splice,SVC,feat,-0.001885306811415,-0.000748307501462,-0.0016296237573413,-0.0014356399677369,-0.000748307501462,,,,,
640.0,splice,SVC,feat,-0.0043926516832922,-0.0042342207396972,-0.0046264840897833,-0.0041578952967243,-0.0042342207396972,,,,,
641.0,splice,SVC,feat,0.0009409309901921,0.0022416400415334,0.0011729694957545,0.0015355442413582,0.0022416400415334,,,,,
642.0,splice,NB,feat,-0.0012539184952977,-0.0017174546586311,-0.0013619963223929,-0.0025639611754322,-0.0017174546586311,,,,,
643.0,splice,NB,feat,0.0031357804756819,0.0045944850970899,0.0036814791588611,0.0025690201044547,0.0045944850970899,,,,,
644.0,splice,NB,feat,-0.0003115111489494,4.422776770396375e-05,-0.0001196038377462,-0.000615251237969,4.422776770396375e-05,,,,,
645.0,splice,NB,feat,0.0015659217629658,0.0026388009505123,0.0019840952845987,0.0015520458809968,0.0026388009505123,,,,,
646.0,splice,NB,feat,-4.92118718775636e-07,0.0009430876593897,0.0003028745661061,-0.0001331255924789,0.0009430876593897,,,,,
647.0,splice,NB,feat,-0.0006269592476488,-0.0006343103019839,-0.0006593383362072,-0.0010382736259592,-0.0006343103019839,,,,,
648.0,splice,DT,feat,0.0141065830721002,0.0134815707234401,0.0143091420481821,0.0146817178609234,0.0134815707234401,,,,,
649.0,splice,DT,feat,-0.0009394546340359,0.0019932822031258,0.0015701987547152,0.0012226922375524,0.0019932822031258,,,,,
650.0,splice,DT,feat,0.0116021909125356,0.0123162964108407,0.0118745553999723,0.0117561636504265,0.0123162964108407,,,,,
651.0,splice,DT,feat,0.0037622476046123,0.0019114960824575,0.0041741516487395,0.0048079228302529,0.0019114960824575,,,,,
652.0,splice,DT,feat,0.0040826168904984,0.0021582882724653,0.0046483951365652,0.0061957224093106,0.0021582882724653,,,,,
653.0,splice,DT,feat,0.0028188560208265,0.0031393850835828,0.0034342347820269,0.0036595569410434,0.0031393850835828,,,,,
654.0,splice,RF,feat,0.0137931034482757,0.0151547206816443,0.0151201763827546,0.0148083233846216,0.0151547206816443,,,,,
655.0,splice,RF,feat,0.003764216079487,0.0062230358959943,0.0053317736336455,0.0046786077613574,0.0062230358959943,,,,,
656.0,splice,RF,feat,0.0153644385171478,0.0130873161617786,0.0145548666183911,0.01565267632454,0.0130873161617786,,,,,
657.0,splice,RF,feat,0.0081544071691852,0.0080145433619752,0.0091709432410902,0.0099358329125609,0.0080145433619752,,,,,
658.0,splice,RF,feat,0.0056505071283396,0.0041112919210062,0.0060019305317821,0.0073091901445829,0.0041112919210062,,,,,
659.0,splice,RF,feat,0.0065835642190321,0.0055959153169033,0.0071355790278598,0.0082121069559586,0.0055959153169033,,,,,
660.0,texture,KNN,feat,0.0,0.0,0.0,0.0,0.0,,,,,
661.0,texture,KNN,feat,0.0,0.0,0.0,0.0,0.0,,,,,
662.0,texture,KNN,feat,0.0,0.0,0.0,0.0,0.0,,,,,
663.0,texture,KNN,feat,0.0,0.0,0.0,0.0,0.0,,,,,
664.0,texture,KNN,feat,0.0,0.0,0.0,0.0,0.0,,,,,
665.0,texture,KNN,feat,0.0,0.0,0.0,0.0,0.0,,,,,
666.0,texture,SVC,feat,0.0,0.0,0.0,0.0,0.0,,,,,
667.0,texture,SVC,feat,0.0,0.0,0.0,0.0,0.0,,,,,
668.0,texture,SVC,feat,0.0,0.0,0.0,0.0,0.0,,,,,
669.0,texture,SVC,feat,0.0,0.0,0.0,0.0,0.0,,,,,
670.0,texture,SVC,feat,0.0,0.0,0.0,0.0,0.0,,,,,
671.0,texture,SVC,feat,0.0,0.0,0.0,0.0,0.0,,,,,
672.0,texture,NB,feat,0.0,0.0,0.0,0.0,0.0,,,,,
673.0,texture,NB,feat,0.0,0.0,0.0,0.0,0.0,,,,,
674.0,texture,NB,feat,0.0,0.0,0.0,0.0,0.0,,,,,
675.0,texture,NB,feat,0.0,0.0,0.0,0.0,0.0,,,,,
676.0,texture,NB,feat,0.0,0.0,0.0,0.0,0.0,,,,,
677.0,texture,NB,feat,0.0,0.0,0.0,0.0,0.0,,,,,
678.0,texture,DT,feat,0.0,0.0,0.0,0.0,0.0,,,,,
679.0,texture,DT,feat,0.0,0.0,0.0,0.0,0.0,,,,,
680.0,texture,DT,feat,0.0,0.0,0.0,0.0,0.0,,,,,
681.0,texture,DT,feat,0.0,0.0,0.0,0.0,0.0,,,,,
682.0,texture,DT,feat,0.0,0.0,0.0,0.0,0.0,,,,,
683.0,texture,DT,feat,0.0,0.0,0.0,0.0,0.0,,,,,
684.0,texture,RF,feat,0.0,0.0,0.0,0.0,0.0,,,,,
685.0,texture,RF,feat,0.0,0.0,0.0,0.0,0.0,,,,,
686.0,texture,RF,feat,0.0,0.0,0.0,0.0,0.0,,,,,
687.0,texture,RF,feat,0.0,0.0,0.0,0.0,0.0,,,,,
688.0,texture,RF,feat,0.0,0.0,0.0,0.0,0.0,,,,,
689.0,texture,RF,feat,0.0,0.0,0.0,0.0,0.0,,,,,
690.0,sonar,KNN,feat,0.000116144018583,-6.552943623872043e-05,0.0013602232344209,-0.0078365588659704,-0.0005263157894737,,,,,
691.0,sonar,KNN,feat,0.0098722415795586,0.0090909090909091,0.0085852262071772,0.0179078764372881,0.0,,,,,
692.0,sonar,KNN,feat,-0.0094076655052264,-0.0094799251092156,-0.0093974333919615,-0.0125362318840579,-0.0094736842105263,,,,,
693.0,sonar,KNN,feat,0.0,-0.0025483669648428,-0.0115747702589809,0.0175071445582282,-0.031578947368421,,,,,
694.0,sonar,KNN,feat,-0.0236933797909408,-0.0248741418764302,-0.0254400442215818,-0.0171850079744817,-0.0410526315789474,,,,,
695.0,sonar,KNN,feat,0.0197444831591173,0.0166143124609944,0.0064758983634446,0.0410641800579882,-0.0205263157894737,,,,,
696.0,sonar,SVC,feat,-0.0188153310104529,-0.0152381942999791,-0.005560721427814,-0.0464836993669944,0.031578947368421,,,,,
697.0,sonar,SVC,feat,-0.0286875725900115,-0.0277272727272727,-0.0241465409886462,-0.0427115583075334,-0.01,,,,,
698.0,sonar,SVC,feat,-0.0192799070847852,-0.0168712294570418,-0.011829573934837,-0.0307943772474664,0.0105263157894736,,,,,
699.0,sonar,SVC,feat,-0.0192799070847851,-0.0192219679633867,-0.0221288515406161,-0.0284249786871271,-0.0210526315789474,,,,,
700.0,sonar,SVC,feat,-0.0046457607433216,-0.0045454545454546,0.0036212148721982,-0.011010101010101,1.1102230246251563e-16,,,,,
701.0,sonar,SVC,feat,-0.0097560975609756,-0.0079124193883918,-0.0039294983260115,-0.0197009904440245,0.0110526315789473,,,,,
702.0,sonar,NB,feat,-0.0293844367015099,-0.0292947784480965,-0.0273130812564583,-0.0245766150113976,-0.0305263157894736,,,,,
703.0,sonar,NB,feat,-0.0048780487804878,-0.0049344705637611,-0.0069456147936012,-0.001586807769136,-0.0094736842105263,,,,,
704.0,sonar,NB,feat,0.0094076655052266,0.00895881006865,0.0075255460428534,0.0124475765780114,0.0005263157894735,,,,,
705.0,sonar,NB,feat,-0.0192799070847851,-0.0217703349282296,-0.0285503114771408,-0.0140748367075205,-0.0526315789473684,,,,,
706.0,sonar,NB,feat,-0.0099883855981417,-0.0134636987726233,-0.0258230871476573,0.0023481633456057,-0.0621052631578946,,,,,
707.0,sonar,NB,feat,-0.043205574912892,-0.043582275847722,-0.0434025621828034,-0.0396840333579463,-0.0421052631578948,,,,,
708.0,sonar,DT,feat,-0.0096399535423925,-0.0071343873517786,0.0010723933842422,-0.0253675856307434,0.0300000000000002,,,,,
709.0,sonar,DT,feat,0.0576074332171893,0.0537549407114623,0.0410819390011556,0.0804538520213576,0.0,,,,,
710.0,sonar,DT,feat,0.0429732868757258,0.042528604118993,0.0417501124818198,0.0380861536871768,0.041578947368421,,,,,
711.0,sonar,DT,feat,-0.0247386759581881,-0.0232473476180571,-0.0197689345314505,-0.0277511961722488,-0.0105263157894738,,,,,
712.0,sonar,DT,feat,0.0483159117305459,0.0520459746203453,0.0593391644240797,0.0333782557311969,0.0942105263157895,,,,,
713.0,sonar,DT,feat,-0.0233449477351915,-0.0242219679633867,-0.0269686958123592,-0.0187378167641325,-0.0310526315789472,,,,,
714.0,sonar,RF,feat,0.0196283391405341,0.0236613272311213,0.0396732227389581,-0.0081502669717772,0.0821052631578946,,,,,
715.0,sonar,RF,feat,0.0147502903600464,0.013498023715415,0.0143580234369709,0.0043616287094547,0.01,,,,,
716.0,sonar,RF,feat,-0.0048780487804878,-0.0038277511961721,-0.0012030075187969,-0.0151315789473683,0.0105263157894737,,,,,
717.0,sonar,RF,feat,-0.0096399535423923,-0.0114416475972541,-0.0174946374946375,0.0033029878618114,-0.031578947368421,,,,,
718.0,sonar,RF,feat,-0.0197444831591171,-0.0166143124609945,-0.0107766972598098,-0.0605715045188729,0.0205263157894737,,,,,
719.0,sonar,RF,feat,0.0003484320557491,0.0015612648221343,0.0096275524252567,-0.0170028011204481,0.03,,,,,
720.0,molecular_biology_promoters,KNN,feat,-0.0090909090909089,-0.0090909090909089,-0.0108461104113277,0.0122344322344323,-0.0381818181818183,,,,,
721.0,molecular_biology_promoters,KNN,feat,-0.0363636363636363,-0.0336363636363635,-0.0374891774891773,-0.0186946386946388,-0.0545454545454545,,,,,
722.0,molecular_biology_promoters,KNN,feat,-0.0095238095238094,-0.009090909090909,-0.0154918917847979,-0.0082828282828282,-0.0200000000000001,,,,,
723.0,molecular_biology_promoters,KNN,feat,-0.0190476190476189,-0.0163636363636364,-0.0210613490247357,0.0082051282051281,-0.0345454545454545,,,,,
724.0,molecular_biology_promoters,KNN,feat,-0.0272727272727273,-0.028181818181818,-0.0328853754940711,-0.0127272727272729,-0.0563636363636365,,,,,
725.0,molecular_biology_promoters,KNN,feat,0.0004329004329002,-0.0009090909090908,-0.0116594516594517,0.0254040404040403,-0.0218181818181818,,,,,
726.0,molecular_biology_promoters,SVC,feat,-0.0558441558441558,-0.0554545454545455,-0.0526485185295252,-0.0575407925407924,-0.0363636363636363,,,,,
727.0,molecular_biology_promoters,SVC,feat,-0.0567099567099566,-0.0572727272727272,-0.0568808384597857,-0.0301748251748252,-0.0745454545454545,,,,,
728.0,molecular_biology_promoters,SVC,feat,-0.0939393939393937,-0.0936363636363636,-0.0892025377324832,-0.1094444444444443,-0.06,,,,,
729.0,molecular_biology_promoters,SVC,feat,-0.009090909090909,-0.009090909090909,-0.0180368906455863,0.0133177933177932,-0.0545454545454546,,,,,
730.0,molecular_biology_promoters,SVC,feat,-0.0281385281385281,-0.0263636363636363,-0.024585178360922,-0.0335353535353535,-0.0163636363636362,,,,,
731.0,molecular_biology_promoters,SVC,feat,-0.0658008658008657,-0.0672727272727272,-0.0718205068588702,-0.0597902097902097,-0.0581818181818182,,,,,
732.0,molecular_biology_promoters,NB,feat,-0.0194805194805194,-0.019090909090909,-0.0146583850931676,-0.0462626262626261,0.0181818181818183,,,,,
733.0,molecular_biology_promoters,NB,feat,-0.0372294372294372,-0.0363636363636364,-0.0382683982683982,-0.0341414141414142,-0.0363636363636362,,,,,
734.0,molecular_biology_promoters,NB,feat,-0.0376623376623376,-0.0372727272727275,-0.0362429149797572,-0.0504761904761903,-0.0199999999999997,,,,,
735.0,molecular_biology_promoters,NB,feat,-0.0004329004329003,-0.0009090909090909,0.0035234330886505,-0.0129292929292927,0.0181818181818181,,,,,
736.0,molecular_biology_promoters,NB,feat,-0.0367965367965368,-0.0363636363636361,-0.0370790612895876,-0.0595959595959597,-0.0181818181818181,,,,,
737.0,molecular_biology_promoters,NB,feat,-0.0285714285714284,-0.03,-0.0392776873595287,-0.015151515151515,-0.0399999999999999,,,,,
738.0,molecular_biology_promoters,DT,feat,-0.0017316017316018,-0.0027272727272726,0.0067027099521377,-0.0103030303030303,0.0327272727272728,,,,,
739.0,molecular_biology_promoters,DT,feat,-0.0190476190476188,-0.0181818181818183,-0.0193872362064582,-0.0134615384615384,-0.0163636363636362,,,,,
740.0,molecular_biology_promoters,DT,feat,-0.0277056277056275,-0.0290909090909089,-0.0222890559732666,-0.015844513243894,-0.0218181818181818,,,,,
741.0,molecular_biology_promoters,DT,feat,-0.0090909090909089,-0.0072727272727269,-0.0065217391304347,-0.0077922077922076,0.0,,,,,
742.0,molecular_biology_promoters,DT,feat,0.0264069264069263,0.0263636363636363,0.0222843822843823,0.0389976689976689,-0.0036363636363636,,,,,
743.0,molecular_biology_promoters,DT,feat,-0.058008658008658,-0.0581818181818181,-0.0669537480063796,-0.0566921966921966,-0.0763636363636364,,,,,
744.0,molecular_biology_promoters,RF,feat,-0.0658008658008657,-0.0681818181818181,-0.0683725453290671,-0.043220668220668,-0.0963636363636365,,,,,
745.0,molecular_biology_promoters,RF,feat,-0.0277056277056276,-0.028181818181818,-0.0306432748538011,-0.0036363636363634,-0.0545454545454545,,,,,
746.0,molecular_biology_promoters,RF,feat,-0.0086580086580086,-0.0081818181818181,-0.003666859456333,0.0049673202614378,0.0,,,,,
747.0,molecular_biology_promoters,RF,feat,-0.0285714285714284,-0.0290909090909091,-0.0337511763598719,-0.0152292152292151,-0.0545454545454544,,,,,
748.0,molecular_biology_promoters,RF,feat,-0.0190476190476189,-0.0209090909090908,-0.0265446224256293,0.0017094017094017,-0.0599999999999999,,,,,
749.0,molecular_biology_promoters,RF,feat,-0.0480519480519481,-0.049090909090909,-0.0627015496580714,-0.0184848484848483,-0.0781818181818183,,,,,
750.0,mfeat_fourier,KNN,feat,0.0,0.0,0.0,0.0,0.0,,,,,
751.0,mfeat_fourier,KNN,feat,0.0,0.0,0.0,0.0,0.0,,,,,
752.0,mfeat_fourier,KNN,feat,0.0,0.0,0.0,0.0,0.0,,,,,
753.0,mfeat_fourier,KNN,feat,0.0,0.0,0.0,0.0,0.0,,,,,
754.0,mfeat_fourier,KNN,feat,0.0,0.0,0.0,0.0,0.0,,,,,
755.0,mfeat_fourier,KNN,feat,0.0,0.0,0.0,0.0,0.0,,,,,
756.0,mfeat_fourier,SVC,feat,0.0,0.0,0.0,0.0,0.0,,,,,
757.0,mfeat_fourier,SVC,feat,0.0,0.0,0.0,0.0,0.0,,,,,
758.0,mfeat_fourier,SVC,feat,0.0,0.0,0.0,0.0,0.0,,,,,
759.0,mfeat_fourier,SVC,feat,0.0,0.0,0.0,0.0,0.0,,,,,
760.0,mfeat_fourier,SVC,feat,0.0,0.0,0.0,0.0,0.0,,,,,
761.0,mfeat_fourier,SVC,feat,0.0,0.0,0.0,0.0,0.0,,,,,
