,test_accuracy,test_balanced_accuracy,test_f1,test_precision,test_recall,ds,iteration,alg,task
117,0.890625,0.8885240775484677,0.9011299435028248,0.8394736842105263,0.972560975609756,kr_vs_kp,3,LR,feat
118,0.9109375,0.90566251638916,0.9220246238030096,0.8868421052631579,0.96011396011396,kr_vs_kp,4,LR,feat
119,0.8984375,0.8937381868750673,0.9105914718019256,0.8487179487179487,0.9821958456973294,kr_vs_kp,5,LR,feat
120,0.8016014234875445,0.7962974668089552,0.7958170360764738,0.7988476946803422,0.7962974668089552,optdigits,0,LR,feat
121,0.798932384341637,0.8024952220915378,0.7994571809466352,0.7998188811420557,0.8024952220915378,optdigits,1,LR,feat
122,0.7927046263345195,0.7952020802462588,0.7916038065503697,0.7930399407294504,0.7952020802462588,optdigits,2,LR,feat
123,0.7944839857651246,0.7935054082279842,0.7912546852845018,0.792310539328697,0.7935054082279842,optdigits,3,LR,feat
124,0.7784697508896797,0.7849932824886101,0.7792303989346732,0.7821099415983134,0.7849932824886101,optdigits,4,LR,feat
125,0.7784697508896797,0.7794948248283105,0.776652824728486,0.7761948396799948,0.7794948248283105,optdigits,5,LR,feat
126,0.8040752351097179,0.8159731929385224,0.7885848041529023,0.7783369954369719,0.8159731929385224,splice,0,LR,feat
127,0.7931034482758621,0.7956055724730424,0.7796753713676822,0.7708122456162769,0.7956055724730424,splice,1,LR,feat
128,0.780564263322884,0.801111305567432,0.7756821536115132,0.7698921615364722,0.801111305567432,splice,2,LR,feat
129,0.7915360501567398,0.7885395179212491,0.7780815341917579,0.7709095678405141,0.7885395179212491,splice,3,LR,feat
130,0.8134796238244514,0.8295028194522924,0.8068237626952914,0.7989463335646542,0.8295028194522924,splice,4,LR,feat
131,0.7601880877742947,0.7763157894736842,0.7476391903147032,0.7387574444927213,0.7763157894736842,splice,5,LR,feat
132,0.8027272727272727,0.8000677809284383,0.7970124982496233,0.7965394361550053,0.8000677809284383,texture,0,LR,feat
133,0.7781818181818182,0.7803487876982724,0.7752567918539782,0.7750449664764504,0.7803487876982724,texture,1,LR,feat
134,0.7963636363636364,0.8011970132063863,0.7945549079171528,0.7938070676043371,0.8011970132063863,texture,2,LR,feat
135,0.8027272727272727,0.7945877527134949,0.7900054809269108,0.7906047118648253,0.7945877527134949,texture,3,LR,feat
136,0.7972727272727272,0.7945880571059424,0.7898404534630431,0.7903262618561353,0.7945880571059424,texture,4,LR,feat
137,0.7909090909090909,0.7922014477683444,0.7866431273533171,0.7881110939110848,0.7922014477683444,texture,5,LR,feat
138,0.7857142857142857,0.7906178489702517,0.7906976744186046,0.85,0.7391304347826086,sonar,0,LR,feat
139,0.8333333333333334,0.8295454545454546,0.8108108108108107,0.8823529411764706,0.75,sonar,1,LR,feat
140,0.6904761904761905,0.6736111111111112,0.606060606060606,0.6666666666666666,0.5555555555555556,sonar,2,LR,feat
141,0.6190476190476191,0.6190476190476191,0.5,0.7272727272727273,0.3809523809523809,sonar,3,LR,feat
142,0.6666666666666666,0.6541176470588235,0.5882352941176471,0.5882352941176471,0.5882352941176471,sonar,4,LR,feat
143,0.7857142857142857,0.7840909090909092,0.7692307692307692,0.7894736842105263,0.75,sonar,5,LR,feat
144,0.8181818181818182,0.8083333333333333,0.7777777777777777,0.875,0.7,molecular_biology_promoters,0,LR,feat
145,0.8636363636363636,0.9,0.8235294117647058,0.7,1.0,molecular_biology_promoters,1,LR,feat
146,0.9090909090909092,0.9017857142857144,0.9285714285714286,0.9285714285714286,0.9285714285714286,molecular_biology_promoters,2,LR,feat
147,0.8636363636363636,0.8666666666666667,0.8571428571428572,0.8181818181818182,0.9,molecular_biology_promoters,3,LR,feat
148,0.7727272727272727,0.7946428571428572,0.8,0.9090909090909092,0.7142857142857143,molecular_biology_promoters,4,LR,feat
149,0.8636363636363636,0.8636363636363636,0.8421052631578948,1.0,0.7272727272727273,molecular_biology_promoters,5,LR,feat
150,0.7675,0.7666091455774684,0.7616653696413687,0.7670395879433759,0.7666091455774684,mfeat_fourier,0,LR,feat
151,0.7725,0.7749373120104828,0.7723096063978416,0.7744044854036469,0.7749373120104828,mfeat_fourier,1,LR,feat
152,0.7625,0.7582188488470751,0.7464164409924781,0.7661288289195266,0.7582188488470751,mfeat_fourier,2,LR,feat
153,0.765,0.7651249263176626,0.7492798245473409,0.7723222077140739,0.7651249263176626,mfeat_fourier,3,LR,feat
154,0.745,0.7419183199027273,0.7335204497414229,0.7408407823646501,0.7419183199027273,mfeat_fourier,4,LR,feat
155,0.7025,0.7189890314840615,0.7020138765087828,0.7050776866330895,0.7189890314840615,mfeat_fourier,5,LR,feat
156,0.9467455621301776,0.9340391018526424,0.9414996819338424,0.9512432012432012,0.9340391018526424,analcatdata_authorship,0,LR,feat
157,0.9467455621301776,0.8929487179487179,0.9176132581745567,0.9566188263923456,0.8929487179487179,analcatdata_authorship,1,LR,feat
158,0.9467455621301776,0.918625992063492,0.9318467558043118,0.9519455953882184,0.918625992063492,analcatdata_authorship,2,LR,feat
159,0.9585798816568049,0.9590186403508772,0.9614467240797028,0.9643633919843596,0.9590186403508772,analcatdata_authorship,3,LR,feat
160,0.9644970414201184,0.9483709273182958,0.957947157205632,0.9688697318007664,0.9483709273182958,analcatdata_authorship,4,LR,feat
161,0.9526627218934912,0.9168321439776664,0.9236925033171164,0.932338494838495,0.9168321439776664,analcatdata_authorship,5,LR,feat
162,0.34375,0.5,0.0,0.0,0.0,tokyo1,0,LR,feat
163,0.3541666666666667,0.5,0.0,0.0,0.0,tokyo1,1,LR,feat
164,0.3958333333333333,0.5,0.0,0.0,0.0,tokyo1,2,LR,feat
165,0.375,0.5,0.0,0.0,0.0,tokyo1,3,LR,feat
166,0.3333333333333333,0.5,0.0,0.0,0.0,tokyo1,4,LR,feat
167,0.359375,0.5,0.0,0.0,0.0,tokyo1,5,LR,feat
168,0.4444444444444444,0.5263157894736842,0.4617149758454106,0.4588057999348321,0.5263157894736842,soybean,0,LR,feat
169,0.5333333333333333,0.5784313725490197,0.5146424888568321,0.5026964945570758,0.5784313725490197,soybean,1,LR,feat
170,0.4592592592592592,0.5294117647058824,0.4766557843553964,0.4620844339734895,0.5294117647058824,soybean,2,LR,feat
171,0.5111111111111111,0.4969135802469135,0.4521272740450823,0.4664845173041894,0.4969135802469135,soybean,3,LR,feat
172,0.5407407407407407,0.5218253968253967,0.4780952380952381,0.4733044733044733,0.5218253968253967,soybean,4,LR,feat
173,0.4888888888888889,0.5151515151515151,0.470748504715896,0.4732823403113257,0.5151515151515151,soybean,5,LR,feat
174,0.83,0.8297051898810253,0.8310786216518847,0.8341909011952463,0.8297051898810253,mfeat_karhunen,0,LR,feat
175,0.8225,0.8247062896453141,0.8238299915587272,0.8258119776043769,0.8247062896453141,mfeat_karhunen,1,LR,feat
176,0.8425,0.8420714847340625,0.8395329653845194,0.8403753756416537,0.8420714847340625,mfeat_karhunen,2,LR,feat
177,0.8425,0.8404224153144279,0.8402520714570816,0.8422299271680191,0.8404224153144279,mfeat_karhunen,3,LR,feat
178,0.8175,0.8131460632652694,0.8140401710958098,0.8180981455212633,0.8131460632652694,mfeat_karhunen,4,LR,feat
179,0.7975,0.8014163421807833,0.7941586124282518,0.7972161773668929,0.8014163421807833,mfeat_karhunen,5,LR,feat
