,test_accuracy,test_balanced_accuracy,test_f1,test_precision,test_recall,iteration,alg,leak,ds
159,0.9727966518956179,0.9726241324467817,0.9716643316350024,0.9755959298841743,0.9678243105209398,1,SVC,False,mushroom
160,0.9714426390940423,0.9711576179619927,0.9701591114776145,0.9772127629131493,0.9632277834525025,2,SVC,True,mushroom
161,0.9714426390940423,0.9711576179619927,0.9701591114776145,0.9772127629131493,0.9632277834525025,2,SVC,False,mushroom
162,0.9714426390940424,0.9711576179619927,0.970165935672759,0.977212398075218,0.9632277834525025,3,SVC,True,mushroom
163,0.9714426390940424,0.9711576179619927,0.970165935672759,0.977212398075218,0.9632277834525025,3,SVC,False,mushroom
164,0.9724273756770064,0.9722410885244119,0.9712399570282184,0.9756186528228411,0.9670582226762001,4,SVC,True,mushroom
165,0.9724273756770064,0.9722410885244119,0.9712399570282184,0.9756186528228411,0.9670582226762001,4,SVC,False,mushroom
166,0.9714426390940423,0.9711576179619927,0.9701538658750577,0.9771929671837227,0.9632277834525025,5,SVC,True,mushroom
167,0.9714426390940423,0.9711576179619927,0.9701538658750577,0.9771929671837227,0.9632277834525025,5,SVC,False,mushroom
168,0.9521171836533727,0.9517229937042919,0.9498924194324185,0.9592756749686557,0.940755873340143,0,LR,True,mushroom
169,0.9521171836533727,0.9517229937042919,0.9498924194324185,0.9592756749686557,0.940755873340143,0,LR,False,mushroom
170,0.9522402757262433,0.951806374938344,0.9499222428296481,0.9603837873171068,0.9397344228804902,1,LR,True,mushroom
171,0.9522402757262433,0.951806374938344,0.9499222428296481,0.9603837873171068,0.9397344228804902,1,LR,False,mushroom
172,0.9526095519448547,0.9521628388166711,0.9502600133036687,0.9611016425033968,0.9397344228804904,2,LR,True,mushroom
173,0.9526095519448547,0.9521628388166711,0.9502600133036687,0.9611016425033968,0.9397344228804904,2,LR,False,mushroom
174,0.9503938946331856,0.9498911553264953,0.9478541670092739,0.9601881326845673,0.9359039836567926,3,LR,True,mushroom
175,0.9503938946331856,0.9498911553264953,0.9478541670092739,0.9601881326845673,0.9359039836567926,3,LR,False,mushroom
176,0.9526095519448547,0.9522248589194374,0.9503643291827106,0.9594101430379846,0.9415219611848825,4,LR,True,mushroom
177,0.9524864598719842,0.9521060376266617,0.9502421225914598,0.9591580771514558,0.9415219611848825,4,LR,False,mushroom
178,0.9528557360905958,0.952444781475627,0.9505956214321604,0.96039344010022,0.9410112359550562,5,LR,True,mushroom
179,0.9528557360905958,0.952444781475627,0.9505956214321604,0.96039344010022,0.9410112359550562,5,LR,False,mushroom
180,0.8570901033973413,0.857839972114014,0.855759375846542,0.834161605828826,0.8787027579162411,0,NB,True,mushroom
181,0.8570901033973413,0.857839972114014,0.855759375846542,0.834161605828826,0.8787027579162411,0,NB,False,mushroom
182,0.8557360905957656,0.8565506579228437,0.8547321517939566,0.8319644718214314,0.8792134831460674,1,NB,True,mushroom
183,0.8557360905957656,0.8565506579228437,0.8547321517939566,0.8319644718214314,0.8792134831460674,1,NB,False,mushroom
184,0.8563515509601182,0.8571624844160838,0.8553189531695776,0.8324513153416282,0.8797242083758937,2,NB,True,mushroom
185,0.8563515509601182,0.8571624844160838,0.8553189531695776,0.8324513153416282,0.8797242083758937,2,NB,False,mushroom
186,0.8559822747415067,0.8567528604496712,0.854707340993223,0.8330259019887254,0.8781920326864148,3,NB,True,mushroom
187,0.8559822747415067,0.8567528604496712,0.854707340993223,0.8330259019887254,0.8781920326864148,3,NB,False,mushroom
188,0.8581979320531758,0.8589713838517616,0.8568121375720268,0.8348216640655547,0.8804902962206334,4,NB,True,mushroom
189,0.8581979320531758,0.8589713838517616,0.8568121375720268,0.8348216640655547,0.8804902962206334,4,NB,False,mushroom
190,0.8562284588872476,0.8570702431673509,0.8552164970012318,0.8316313330362861,0.8804902962206334,5,NB,True,mushroom
191,0.8562284588872476,0.8570702431673509,0.8552164970012318,0.8316313330362861,0.8804902962206334,5,NB,False,mushroom
192,1.0,1.0,1.0,1.0,1.0,0,DT,True,mushroom
193,1.0,1.0,1.0,1.0,1.0,0,DT,False,mushroom
194,1.0,1.0,1.0,1.0,1.0,1,DT,True,mushroom
195,1.0,1.0,1.0,1.0,1.0,1,DT,False,mushroom
196,1.0,1.0,1.0,1.0,1.0,2,DT,True,mushroom
197,1.0,1.0,1.0,1.0,1.0,2,DT,False,mushroom
198,1.0,1.0,1.0,1.0,1.0,3,DT,True,mushroom
199,1.0,1.0,1.0,1.0,1.0,3,DT,False,mushroom
200,1.0,1.0,1.0,1.0,1.0,4,DT,True,mushroom
201,1.0,1.0,1.0,1.0,1.0,4,DT,False,mushroom
202,1.0,1.0,1.0,1.0,1.0,5,DT,True,mushroom
203,1.0,1.0,1.0,1.0,1.0,5,DT,False,mushroom
204,1.0,1.0,1.0,1.0,1.0,0,RF,True,mushroom
205,1.0,1.0,1.0,1.0,1.0,0,RF,False,mushroom
206,1.0,1.0,1.0,1.0,1.0,1,RF,True,mushroom
207,1.0,1.0,1.0,1.0,1.0,1,RF,False,mushroom
208,1.0,1.0,1.0,1.0,1.0,2,RF,True,mushroom
209,1.0,1.0,1.0,1.0,1.0,2,RF,False,mushroom
210,1.0,1.0,1.0,1.0,1.0,3,RF,True,mushroom
211,1.0,1.0,1.0,1.0,1.0,3,RF,False,mushroom
212,1.0,1.0,1.0,1.0,1.0,4,RF,True,mushroom
213,1.0,1.0,1.0,1.0,1.0,4,RF,False,mushroom
214,1.0,1.0,1.0,1.0,1.0,5,RF,True,mushroom
215,1.0,1.0,1.0,1.0,1.0,5,RF,False,mushroom
216,0.6832432432432433,0.6801310043668122,0.7612099249419089,0.614481537300899,1.0,0,KNN,True,ring
217,0.6833783783783783,0.6802674672489083,0.7612875085368749,0.6145826838473845,1.0,0,KNN,False,ring
218,0.6798648648648649,0.6767194323144105,0.7592799875763376,0.611973243890001,1.0,1,KNN,True,ring
219,0.6799999999999999,0.6768558951965065,0.7593574360944519,0.6120740951212108,1.0,1,KNN,False,ring
220,0.6833783783783783,0.6802674672489084,0.7613398097815643,0.6146923007332734,1.0,2,KNN,True,ring
221,0.6833783783783783,0.6802674672489084,0.7613391727184855,0.614690953697346,1.0,2,KNN,False,ring
222,0.6837837837837838,0.6806768558951966,0.7615243994499037,0.6148947945837983,1.0,3,KNN,True,ring
