,ds,alg,task,test_accuracy,test_balanced_accuracy,test_f1,test_precision,test_recall
118,kr_vs_kp,LR,feat,0.0,0.0,0.0,0.0,0.0
119,kr_vs_kp,LR,feat,0.0,0.0,0.0,0.0,0.0
120,optdigits,LR,feat,-0.03736654804270467,-0.036245802879107725,-0.04057541401378284,-0.04116898281179171,-0.036245802879107725
121,optdigits,LR,feat,0.0,0.0,0.0,0.0,0.0
122,optdigits,LR,feat,0.0,0.0,0.0,0.0,0.0
123,optdigits,LR,feat,0.0,0.0,0.0,0.0,0.0
124,optdigits,LR,feat,0.0,0.0,0.0,0.0,0.0
125,optdigits,LR,feat,-0.042704626334519546,-0.041357193812025295,-0.044783362746960154,-0.046136239870804396,-0.041357193812025295
126,splice,LR,feat,-0.0015673981191223207,-0.018556977373839878,-0.0076378609475687975,-0.0077146441128559395,-0.018556977373839878
127,splice,LR,feat,0.0015673981191222097,-0.0031076897858310915,0.0013340842724751667,0.0026710859302654377,-0.0031076897858310915
128,splice,LR,feat,-0.00940438871473348,-0.010263109248268787,-0.008801633125574249,-0.00664101916437676,-0.010263109248268787
129,splice,LR,feat,-0.010971786833855801,-0.016910238633413677,-0.01392450616059615,-0.012523657141637168,-0.016910238633413677
130,splice,LR,feat,-0.03918495297805635,-0.05408638325093795,-0.04159815887612839,-0.0410230091961471,-0.05408638325093795
131,splice,LR,feat,0.0,0.0,0.0,0.0,0.0
132,texture,LR,feat,0.0,0.0,0.0,0.0,0.0
133,texture,LR,feat,0.0,0.0,0.0,0.0,0.0
134,texture,LR,feat,0.0,0.0,0.0,0.0,0.0
135,texture,LR,feat,0.0,0.0,0.0,0.0,0.0
136,texture,LR,feat,0.0,0.0,0.0,0.0,0.0
137,texture,LR,feat,0.0,0.0,0.0,0.0,0.0
138,sonar,LR,feat,0.0,0.0,0.0,0.0,0.0
139,sonar,LR,feat,-0.04761904761904767,-0.04318181818181821,-0.030323005932761937,-0.1204481792717087,0.050000000000000044
140,sonar,LR,feat,-0.023809523809523836,-0.02083333333333337,-0.017825311942958888,-0.04166666666666663,0.0
141,sonar,LR,feat,0.0,0.0,-0.03333333333333338,0.0505050505050505,-0.04761904761904756
142,sonar,LR,feat,-0.0714285714285714,-0.07882352941176463,-0.10338680926916227,-0.08823529411764708,-0.1176470588235295
143,sonar,LR,feat,-0.04761904761904756,-0.045454545454545525,-0.03752345215759856,-0.07518796992481203,0.0
144,molecular_biology_promoters,LR,feat,-0.045454545454545525,-0.04166666666666674,-0.040935672514619936,-0.09722222222222221,0.0
145,molecular_biology_promoters,LR,feat,-0.045454545454545414,-0.07142857142857151,-0.07352941176470584,-0.033333333333333326,-0.1428571428571429
146,molecular_biology_promoters,LR,feat,-0.045454545454545525,-0.06250000000000011,-0.03201970443349755,-0.06190476190476191,0.0
147,molecular_biology_promoters,LR,feat,-0.045454545454545414,-0.03333333333333344,-0.023809523809523947,-0.10389610389610393,0.09999999999999998
148,molecular_biology_promoters,LR,feat,0.0,0.0,0.0,0.0,0.0
149,molecular_biology_promoters,LR,feat,0.045454545454545525,0.045454545454545525,0.05789473684210522,0.0,0.09090909090909094
150,mfeat_fourier,LR,feat,0.0,0.0,0.0,0.0,0.0
151,mfeat_fourier,LR,feat,0.0,0.0,0.0,0.0,0.0
152,mfeat_fourier,LR,feat,0.0,0.0,0.0,0.0,0.0
153,mfeat_fourier,LR,feat,0.0,0.0,0.0,0.0,0.0
154,mfeat_fourier,LR,feat,0.0,0.0,0.0,0.0,0.0
155,mfeat_fourier,LR,feat,0.0,0.0,0.0,0.0,0.0
156,analcatdata_authorship,LR,feat,0.0,0.0,0.0,0.0,0.0
157,analcatdata_authorship,LR,feat,0.0,0.0,0.0,0.0,0.0
158,analcatdata_authorship,LR,feat,0.0,0.0,0.0,0.0,0.0
159,analcatdata_authorship,LR,feat,0.0,0.0,0.0,0.0,0.0
160,analcatdata_authorship,LR,feat,0.0,0.0,0.0,0.0,0.0
161,analcatdata_authorship,LR,feat,0.0,0.0,0.0,0.0,0.0
162,tokyo1,LR,feat,0.0,0.0,0.0,0.0,0.0
163,tokyo1,LR,feat,0.0,0.0,0.0,0.0,0.0
164,tokyo1,LR,feat,0.0,0.0,0.0,0.0,0.0
165,tokyo1,LR,feat,0.0,0.0,0.0,0.0,0.0
166,tokyo1,LR,feat,0.0,0.0,0.0,0.0,0.0
167,tokyo1,LR,feat,0.0,0.0,0.0,0.0,0.0
