Unnamed: 0,test_accuracy,test_balanced_accuracy,test_f1,test_precision,test_recall,ds,iteration,alg,leak,perc
62,0.809085328422345,0.8090698060023214,0.8040327662255828,0.8253557567917206,0.7837837837837838,agaricus_lepiota,1,LR,True,10
63,0.809085328422345,0.8090698060023214,0.8040327662255828,0.8253557567917206,0.7837837837837838,agaricus_lepiota,1,LR,False,10
64,0.7955801104972375,0.7941316750686751,0.7804878048780488,0.8087431693989071,0.7541401273885351,agaricus_lepiota,2,LR,True,10
65,0.7955801104972375,0.7941316750686751,0.7804878048780488,0.8087431693989071,0.7541401273885351,agaricus_lepiota,2,LR,False,10
66,0.7894413750767342,0.7885142087582846,0.7750819672131148,0.7766097240473062,0.7735602094240838,agaricus_lepiota,3,LR,True,10
67,0.7894413750767342,0.7885142087582846,0.7750819672131148,0.7766097240473062,0.7735602094240838,agaricus_lepiota,3,LR,False,10
68,0.809085328422345,0.8086144858121802,0.8012779552715654,0.81640625,0.7867001254705144,agaricus_lepiota,4,LR,True,10
69,0.809085328422345,0.8086144858121802,0.8012779552715654,0.81640625,0.7867001254705144,agaricus_lepiota,4,LR,False,10
70,0.7980356046654389,0.7972623795531475,0.7873303167420815,0.8076923076923077,0.7679697351828499,agaricus_lepiota,5,LR,True,10
71,0.7980356046654389,0.7972623795531475,0.7873303167420815,0.8076923076923077,0.7679697351828499,agaricus_lepiota,5,LR,False,10
72,0.7673846153846153,0.7551672689443714,0.6936790923824959,0.904862579281184,0.5624178712220762,mushroom,0,LR,True,1
73,0.7673846153846153,0.7551672689443714,0.6936790923824959,0.904862579281184,0.5624178712220762,mushroom,0,LR,False,1
74,0.7606153846153846,0.7513858640349678,0.6934594168636721,0.8835341365461847,0.5706874189364461,mushroom,1,LR,True,1
75,0.7606153846153846,0.7513858640349678,0.6934594168636721,0.8835341365461847,0.5706874189364461,mushroom,1,LR,False,1
76,0.7427692307692307,0.7385921042661211,0.6744548286604362,0.885480572597137,0.5446540880503145,mushroom,2,LR,True,1
77,0.7427692307692307,0.7385921042661211,0.6744548286604362,0.885480572597137,0.5446540880503145,mushroom,2,LR,False,1
78,0.7489230769230769,0.7430298398371986,0.6842105263157894,0.8735177865612648,0.5623409669211196,mushroom,3,LR,True,1
79,0.7489230769230769,0.7430298398371986,0.6842105263157894,0.8735177865612648,0.5623409669211196,mushroom,3,LR,False,1
80,0.7575384615384615,0.75540400505404,0.7001522070015221,0.9001956947162426,0.572851805728518,mushroom,4,LR,True,1
81,0.7575384615384615,0.75540400505404,0.7001522070015221,0.9001956947162426,0.572851805728518,mushroom,4,LR,False,1
82,0.7636923076923077,0.7541681482359448,0.7,0.8732943469785575,0.5840938722294654,mushroom,5,LR,True,1
83,0.7636923076923077,0.7541681482359448,0.7,0.8732943469785575,0.5840938722294654,mushroom,5,LR,False,1
84,0.691076923076923,0.6838779688032317,0.6335766423357665,0.7126436781609196,0.5703022339027596,mushroom,0,LR,True,5
85,0.691076923076923,0.6838779688032317,0.6335766423357665,0.7126436781609196,0.5703022339027596,mushroom,0,LR,False,5
86,0.6861538461538461,0.6811100277324682,0.6377840909090909,0.7048665620094191,0.582360570687419,mushroom,1,LR,True,5
87,0.6861538461538461,0.6811100277324682,0.6377840909090909,0.7048665620094191,0.582360570687419,mushroom,1,LR,False,5
88,0.6670769230769231,0.6647078881563993,0.6198172874209417,0.7022292993630573,0.5547169811320755,mushroom,2,LR,True,5
89,0.6670769230769231,0.6647078881563993,0.6198172874209417,0.7022292993630573,0.5547169811320755,mushroom,2,LR,False,5
90,0.6806153846153846,0.6772011391241846,0.6342494714587738,0.7109004739336493,0.5725190839694656,mushroom,3,LR,True,5
91,0.6806153846153846,0.6772011391241846,0.6342494714587738,0.7109004739336493,0.5725190839694656,mushroom,3,LR,False,5
92,0.6947692307692308,0.6934897419348974,0.6541143654114365,0.7432646592709984,0.5840597758405978,mushroom,4,LR,True,5
93,0.6947692307692308,0.6934897419348974,0.6541143654114365,0.7432646592709984,0.5840597758405978,mushroom,4,LR,False,5
94,0.6941538461538461,0.6887321717830193,0.6462633451957296,0.7115987460815048,0.5919165580182529,mushroom,5,LR,True,5
95,0.6941538461538461,0.6887321717830193,0.6462633451957296,0.7115987460815048,0.5919165580182529,mushroom,5,LR,False,5
96,0.8646153846153846,0.8655574718937071,0.858974358974359,0.8385481852315394,0.8804204993429697,mushroom,0,LR,True,10
97,0.8646153846153846,0.8655574718937071,0.858974358974359,0.8385481852315394,0.8804204993429697,mushroom,0,LR,False,10
98,0.7163076923076923,0.7097985523226322,0.6607799852832965,0.7636054421768708,0.582360570687419,mushroom,1,LR,True,10
99,0.7163076923076923,0.7097985523226322,0.6607799852832965,0.7636054421768708,0.582360570687419,mushroom,1,LR,False,10
100,0.6781538461538461,0.6749147533530349,0.6145910095799557,0.7419928825622776,0.5245283018867924,mushroom,2,LR,True,10
101,0.6781538461538461,0.6749147533530349,0.6145910095799557,0.7419928825622776,0.5245283018867924,mushroom,2,LR,False,10
102,0.707076923076923,0.7028268840586303,0.6540697674418604,0.7627118644067796,0.5725190839694656,mushroom,3,LR,True,10
103,0.707076923076923,0.7028268840586303,0.6540697674418604,0.7627118644067796,0.5725190839694656,mushroom,3,LR,False,10
104,0.7058461538461539,0.7041651895416519,0.6531204644412193,0.782608695652174,0.5603985056039851,mushroom,4,LR,True,10
105,0.7058461538461539,0.7041651895416519,0.6531204644412193,0.782608695652174,0.5603985056039851,mushroom,4,LR,False,10
106,0.8726153846153846,0.8750148156927817,0.8718266253869968,0.8301886792452831,0.9178617992177314,mushroom,5,LR,True,10
107,0.8726153846153846,0.8750148156927817,0.8718266253869968,0.8301886792452831,0.9178617992177314,mushroom,5,LR,False,10
108,0.6135135135135135,0.6106494812377166,0.6503667481662592,0.6107921928817451,0.6954248366013072,ring,0,LR,True,1
109,0.5797297297297297,0.5773298596828009,0.6146220570012393,0.5842167255594818,0.6483660130718955,ring,0,LR,False,1
110,0.5851351351351352,0.5859194646562053,0.6108998732572878,0.5697399527186762,0.6584699453551912,ring,1,LR,True,1
111,0.5851351351351352,0.5859194646562053,0.6108998732572878,0.5697399527186762,0.6584699453551912,ring,1,LR,False,1
112,0.5864864864864865,0.5859662066899942,0.6131479140328697,0.5801435406698564,0.6501340482573726,ring,2,LR,True,1
113,0.5864864864864865,0.5859662066899942,0.6131479140328697,0.5801435406698564,0.6501340482573726,ring,2,LR,False,1
114,0.5932432432432433,0.5909264507829304,0.6320293398533007,0.5895096921322691,0.6811594202898551,ring,3,LR,True,1
115,0.5932432432432433,0.5909264507829304,0.6320293398533007,0.5895096921322691,0.6811594202898551,ring,3,LR,False,1
116,0.6108108108108108,0.610245171894261,0.6422360248447205,0.5976878612716763,0.6939597315436241,ring,4,LR,True,1
117,0.6108108108108108,0.610245171894261,0.6422360248447205,0.5976878612716763,0.6939597315436241,ring,4,LR,False,1
118,0.5817567567567568,0.5847011563366407,0.6152889993784959,0.5561797752808989,0.6884561891515995,ring,5,LR,True,1
119,0.5817567567567568,0.5847011563366407,0.6152889993784959,0.5561797752808989,0.6884561891515995,ring,5,LR,False,1
120,0.6135135135135135,0.6106494812377166,0.6503667481662592,0.6107921928817451,0.6954248366013072,ring,0,LR,True,5
121,0.5797297297297297,0.5773298596828009,0.6146220570012393,0.5842167255594818,0.6483660130718955,ring,0,LR,False,5
122,0.5851351351351352,0.5859194646562053,0.6108998732572878,0.5697399527186762,0.6584699453551912,ring,1,LR,True,5
123,0.5851351351351352,0.5859194646562053,0.6108998732572878,0.5697399527186762,0.6584699453551912,ring,1,LR,False,5
124,0.5864864864864865,0.5859662066899942,0.6131479140328697,0.5801435406698564,0.6501340482573726,ring,2,LR,True,5
125,0.5864864864864865,0.5859662066899942,0.6131479140328697,0.5801435406698564,0.6501340482573726,ring,2,LR,False,5
126,0.5932432432432433,0.5909264507829304,0.6320293398533007,0.5895096921322691,0.6811594202898551,ring,3,LR,True,5
127,0.5932432432432433,0.5909264507829304,0.6320293398533007,0.5895096921322691,0.6811594202898551,ring,3,LR,False,5
128,0.6108108108108108,0.610245171894261,0.6422360248447205,0.5976878612716763,0.6939597315436241,ring,4,LR,True,5
129,0.6108108108108108,0.610245171894261,0.6422360248447205,0.5976878612716763,0.6939597315436241,ring,4,LR,False,5
130,0.5817567567567568,0.5847011563366407,0.6152889993784959,0.5561797752808989,0.6884561891515995,ring,5,LR,True,5
131,0.5817567567567568,0.5847011563366407,0.6152889993784959,0.5561797752808989,0.6884561891515995,ring,5,LR,False,5
132,0.6310810810810811,0.6273230037935921,0.6742243436754176,0.6201975850713501,0.738562091503268,ring,0,LR,True,10
133,0.6162162162162163,0.612166918049271,0.6635071090047392,0.6067172264355363,0.7320261437908496,ring,0,LR,False,10
134,0.6202702702702703,0.6214824230735514,0.6564792176039119,0.5940265486725663,0.7336065573770492,ring,1,LR,True,10
135,0.6182432432432432,0.6192433008971099,0.6484131922837586,0.5954285714285714,0.7117486338797814,ring,1,LR,False,10
136,0.6074324324324324,0.6066450679737894,0.6437768240343348,0.5932203389830508,0.7037533512064343,ring,2,LR,True,10
137,0.6074324324324324,0.6066450679737894,0.6437768240343348,0.5932203389830508,0.7037533512064343,ring,2,LR,False,10
138,0.6148648648648649,0.6121109789324226,0.6570397111913356,0.6046511627906976,0.7193675889328063,ring,3,LR,True,10
139,0.6148648648648649,0.6121109789324226,0.6570397111913356,0.6046511627906976,0.7193675889328063,ring,3,LR,False,10
140,0.6358108108108108,0.6351686983518239,0.6687154271665643,0.6167800453514739,0.7302013422818792,ring,4,LR,True,10
141,0.6195945945945946,0.6189152170935488,0.6556574923547401,0.6022471910112359,0.7194630872483222,ring,4,LR,False,10
142,0.6006756756756757,0.6041342644459837,0.6385321100917432,0.5698689956331878,0.7260083449235049,ring,5,LR,True,10
143,0.5945945945945946,0.5982977525728352,0.6359223300970874,0.5640473627556513,0.7287899860917941,ring,5,LR,False,10
144,0.65,0.6513993049204316,0.6471389645776567,0.6805157593123209,0.6168831168831169,twonorm,0,LR,True,1
145,0.65,0.6513993049204316,0.6471389645776567,0.6805157593123209,0.6168831168831169,twonorm,0,LR,False,1
146,0.6918918918918919,0.6918840722657855,0.6951871657754012,0.697986577181208,0.6924101198402131,twonorm,1,LR,True,1
